10000 30000
4294 1468 54
4295 6349 107
4295 9377 14
4295 189 4
4295 1713 199
4296 8379 8
4296 5737 126
4296 6134 162
4296 4207 19
4297 9978 177
4297 4479 173
4298 971 75
4298 5287 10
4299 8701 145
4299 6847 108
4300 9220 153
4300 8453 101
4300 5534 96
4301 7973 90
4301 9528 66
4301 9146 65
4301 2491 61
4302 6535 73
4302 5515 132
4303 980 164
4303 5280 147
4303 1727 12
4303 2312 199
4304 9769 199
4304 3337 108
4304 3295 26
4304 6795 150
4305 6581 119
4305 9977 33
4305 69 19
4305 7966 165
4306 5857 160
4306 4084 135
4307 4120 61
4307 237 106
4307 7868 13
4308 9609 112
4308 1067 130
4308 6054 129
4308 4652 60
4309 2444 188
4309 4994 74
4310 4890 21
4310 1604 27
4310 1814 178
4311 1057 36
4311 4520 106
4312 3786 187
4312 4439 43
4312 2612 79
4312 3528 51
4313 9285 123
4313 6916 85
4313 3241 15
4314 5535 45
4314 5530 18
4315 4852 90
4315 7934 59
4315 1199 131
4315 6861 27
4316 1551 71
4316 3088 3
4316 4307 31
4317 883 114
4317 7828 145
4317 8227 117
4317 1270 142
4318 5431 62
4318 7189 145
4318 8992 65
4318 3174 177
4319 3685 133
4319 7966 157
4320 885 41
4320 7735 173
4320 5762 61
4321 3887 85
4321 2134 85
4322 2024 60
4322 327 80
4323 1363 188
4323 7934 97
4323 2225 144
4323 4329 58
4324 5865 104
4324 8769 111
4325 1659 73
4325 4881 118
4325 3050 192
4325 1869 82
4326 587 101
4326 6737 146
4327 3374 163
4327 9236 91
4327 5774 48
4327 8214 132
4328 8077 161
4328 1209 108
4328 6510 86
4328 62 124
4329 7287 79
4329 9010 125
4329 5878 131
4329 56 131
4330 4546 144
4330 7476 39
4331 3008 144
4331 3662 74
4331 5427 172
4331 459 64
4332 6299 161
4332 1370 155
4332 798 34
4333 1192 106
4333 6935 53
4333 8062 82
4334 8700 189
4334 1307 9
4335 1959 140
4335 1594 4
4336 6501 67
4336 5446 87
4337 8889 25
4337 5188 101
4338 7105 130
4338 7350 81
4338 9487 23
4338 5683 8
4339 80 134
4339 3347 135
4339 6692 75
4340 6389 146
4340 8055 63
4340 8429 115
4341 8107 168
4341 3266 67
4341 3225 65
4342 2679 31
4342 4114 186
4342 8160 118
4343 4652 167
4343 8656 93
4343 6697 122
4343 1203 119
4344 7939 102
4344 2145 65
4345 32 151
4345 3019 52
4345 2888 194
4346 453 107
4346 4683 105
4346 2679 18
4347 7143 116
4347 7628 175
4348 3209 2
4348 503 149
4348 2221 15
4348 7457 126
4349 1690 191
4349 507 74
4350 7745 57
4350 2043 111
4351 6468 115
4351 2682 46
4351 1895 134
4352 2383 19
4352 2992 177
4353 4207 115
4353 5965 72
4354 5560 177
4354 5572 191
4354 4154 83
4355 7114 68
4355 4694 95
4356 2833 168
4356 658 56
4356 5128 146
4357 3083 200
4357 2332 46
4357 3286 188
4357 2115 53
4358 7214 182
4358 6505 62
4358 2596 172
4358 1698 160
4359 8212 80
4359 9786 57
4359 1586 173
4360 2067 107
4360 7367 125
4361 4291 100
4361 948 68
4361 8541 198
4362 5944 149
4362 81 84
4363 9410 143
4363 3287 85
4363 4882 90
4363 2831 98
4364 5438 191
4364 6833 10
4365 7732 152
4365 7904 81
4366 7157 151
4366 3286 102
4366 231 161
4367 9676 152
4367 9803 16
4367 4329 112
4368 5005 78
4368 6403 4
4368 1870 153
4369 2481 128
4369 6228 187
4369 3747 130
4369 244 0
4370 3326 82
4370 5562 198
4370 8460 143
4370 4387 75
4371 2550 174
4371 5151 131
4371 2553 38
4371 2192 13
4372 4347 5
4372 4210 176
4373 1607 10
4373 1333 53
4373 5450 155
4373 4920 141
4374 9637 43
4374 6343 24
4375 4597 95
4375 8425 42
4376 226 88
4376 323 2
4377 1261 86
4377 8983 30
4377 5748 60
4377 6539 97
4378 4738 112
4378 9719 70
4378 2168 148
4378 5697 155
4379 1517 173
4379 7279 9
4379 6956 67
4379 324 157
4380 2456 26
4380 2589 45
4380 8905 161
4380 8866 41
4381 1001 168
4381 7596 122
4381 6195 171
4381 4010 6
4382 1266 200
4382 4398 116
4382 6533 30
4383 643 14
4383 6507 155
4383 6252 174
4383 9712 79
4384 9060 200
4384 6007 84
4384 8701 71
4384 3211 186
4385 1644 158
4385 5002 84
4385 3968 144
4385 9110 184
4386 8867 30
4386 2904 148
4387 3969 156
4387 5897 135
4387 7051 9
4388 4074 174
4388 9943 135
4388 1641 124
4388 4984 183
4389 7579 76
4389 1319 133
4389 963 84
4390 7792 163
4390 2752 123
4390 1393 108
4391 1457 132
4391 8737 173
4392 892 175
4392 835 72
4392 9670 143
4393 5530 199
4393 5586 17
4394 1308 187
4394 501 57
4395 3781 85
4395 7280 23
4395 6826 13
4395 3318 7
4396 4591 159
4396 8976 139
4396 1100 24
4397 7354 31
4397 1048 116
4398 143 41
4398 7432 64
4398 4156 112
4398 8455 161
4399 7496 128
4399 6170 94
4399 6804 125
4399 8687 129
4400 8505 150
4400 5115 22
4400 8026 195
4401 3464 189
4401 480 170
4401 2676 73
4402 2982 110
4402 2709 69
4402 7203 103
4402 7423 165
4403 8006 116
4403 2887 91
4403 2861 121
4403 5107 174
4404 7762 5
4404 7483 178
4404 8228 91
4405 2428 142
4405 3287 48
4406 2935 167
4406 9008 71
4406 8227 130
4407 4489 41
4407 7639 121
4408 9138 187
4408 4742 166
4408 6243 3
4408 4709 47
4409 8588 175
4409 4100 19
4410 5451 119
4410 3971 78
4410 2259 51
4410 8305 147
4411 7258 49
4411 5488 37
4412 2573 133
4412 4568 2
4412 6967 157
4413 1901 119
4413 1265 60
4414 4156 115
4414 7169 141
4414 1204 18
4415 7180 93
4415 9758 65
4416 9302 102
4416 6068 99
4416 4313 196
4416 7228 108
4417 8851 167
4417 8553 125
4417 6362 59
4417 5583 98
4418 8295 22
4418 372 98
4418 5353 134
4419 6551 50
4419 4454 27
4420 5004 107
4420 7095 117
4420 4069 110
4420 1087 185
4421 3163 59
4421 5355 146
4421 7822 131
4421 2067 123
4422 5440 198
4422 103 62
4423 6901 82
4423 3074 178
4424 8069 47
4424 1775 98
4424 534 109
4425 9236 112
4425 7644 138
4425 9168 144
4426 4326 196
4426 6694 50
4426 4079 13
4426 2652 116
4427 2877 185
4427 3864 151
4427 9036 52
4428 9683 185
4428 1929 3
4428 5828 180
4428 4067 85
4429 3642 82
4429 6082 120
4430 6071 10
4430 618 104
4430 2812 44
4431 4871 53
4431 4940 121
4431 8749 126
4432 3495 116
4432 3076 199
4433 2584 127
4433 5044 190
4433 6955 10
4433 4855 156
4434 2768 197
4434 6229 164
4434 9845 165
4434 6879 5
4435 7388 181
4435 9812 114
4435 1977 67
4435 1419 94
4436 3563 96
4436 359 27
4436 4913 62
4436 4958 75
4437 5952 162
4437 2094 195
4437 9726 11
4438 5682 134
4438 4053 117
4438 9982 167
4438 1817 3
4439 3466 41
4439 4820 196
4439 9285 116
4440 2802 22
4440 8422 196
4440 2014 132
4440 5841 74
4441 8842 115
4441 6096 169
4442 8993 169
4442 4843 161
4442 5742 161
4442 4526 147
4443 6099 82
4443 3119 136
4443 9288 134
4444 6315 38
4444 5316 168
4445 6499 129
4445 8913 76
4445 7322 178
4446 3 190
4446 9059 19
4447 597 175
4447 855 107
4447 3580 112
4447 4765 46
4448 1466 41
4448 7660 14
4449 6189 57
4449 2906 90
4449 7531 56
4450 3401 135
4450 5963 108
4450 1364 198
4451 3413 184
4451 5029 163
4452 1747 3
4452 2252 105
4453 307 107
4453 8267 17
4454 7127 167
4454 6613 21
4454 6398 179
4454 1139 63
4455 7628 143
4455 826 60
4455 7411 130
4456 8648 153
4456 3085 48
4456 2920 175
4457 779 115
4457 2394 109
4457 523 43
4457 9120 11
4458 6545 25
4458 5430 90
4458 8831 1
4458 3852 47
4459 4998 0
4459 44 166
4460 1698 71
4460 178 96
4460 156 160
4461 4229 128
4461 1673 175
4462 9037 43
4462 2780 129
4462 8255 10
4462 1320 11
4463 2398 162
4463 6902 28
4463 6490 170
4464 7195 138
4464 6685 53
4464 2985 102
4465 9989 157
4465 4765 87
4466 5225 123
4466 1673 166
4467 277 40
4467 3603 41
4467 6742 197
4468 245 16
4468 4478 148
4468 2663 99
4469 6107 32
4469 7274 109
4469 647 5
4470 5816 130
4470 2716 54
4470 9006 67
4470 5045 116
4471 1023 95
4471 1800 86
4471 2030 29
4472 7796 178
4472 9081 192
4472 4028 196
4473 6561 158
4473 4186 25
4473 4560 134
4474 9541 43
4474 5111 146
4474 8753 118
4474 4250 106
4475 8864 165
4475 9585 33
4475 2461 5
4475 1973 138
4476 2796 18
4476 5853 110
4477 569 121
4477 4302 48
4477 7494 198
4478 5889 52
4478 7693 163
4478 199 199
4479 8484 70
4479 1327 163
4479 8379 8
4480 7673 174
4480 5836 82
4481 6281 8
4481 946 78
4481 3040 169
4482 3930 116
4482 1683 17
4482 7921 99
4483 1837 50
4483 578 146
4483 3028 143
4483 5109 169
4484 4272 51
4484 4374 147
4484 6359 75
4485 1740 145
4485 6105 116
4485 7596 56
4485 4577 125
4486 1476 99
4486 3369 101
4486 1016 46
4487 2296 152
4487 5290 10
4487 1953 34
4488 6882 2
4488 6571 162
4488 9582 144
4488 9997 73
4489 1671 129
4489 5815 118
4490 6684 124
4490 9392 130
4490 952 4
4490 4097 96
4491 808 142
4491 1103 114
4492 7740 125
4492 429 188
4493 2355 81
4493 7179 128
4493 309 35
4493 8059 124
4494 1078 145
4494 2781 185
4494 261 68
4495 7706 164
4495 9366 164
4496 7579 10
4496 2241 95
4496 3855 135
4496 8991 200
4497 7069 148
4497 8067 174
4497 881 15
4498 6862 20
4498 667 190
4498 5190 142
4499 225 117
4499 9969 184
4500 485 156
4500 3361 34
4500 8432 144
4500 5343 109
4501 7185 180
4501 4362 182
4501 2098 12
4501 8964 93
4502 1761 20
4502 9454 103
4503 6763 163
4503 7343 96
4503 8681 85
4504 9293 80
4504 727 75
4504 5688 160
4504 8556 164
4505 5411 166
4505 9730 22
4505 6169 70
4506 7543 57
4506 6086 192
4506 3786 39
4507 4132 153
4507 4363 20
4507 4875 46
4508 6840 192
4508 2244 158
4509 5725 54
4509 9319 170
4509 3768 49
4510 7284 157
4510 4864 135
4510 6460 119
4510 9462 90
4511 5394 148
4511 6285 44
4512 1640 98
4512 7055 189
4512 1654 132
4513 6368 6
4513 3785 95
4513 8683 191
4514 6592 64
4514 4015 101
4514 9502 57
4515 1972 162
4515 8101 191
4515 3074 167
4515 9271 117
4516 1911 40
4516 5451 68
4516 847 117
4517 2285 90
4517 8705 57
4517 2989 135
4517 7693 153
4518 130 71
4518 7545 196
4518 6420 1
4518 166 82
4519 753 145
4519 350 89
4520 3367 174
4520 385 148
4520 9908 75
4521 9429 7
4521 3157 58
4522 7708 133
4522 4166 53
4522 7749 111
4522 6145 98
4523 1078 115
4523 2937 64
4523 6177 165
4523 8587 19
4524 169 33
4524 5907 141
4524 6269 161
4525 2795 151
4525 495 139
4526 7961 177
4526 2797 195
4526 8953 149
4527 3374 190
4527 9183 132
4527 3337 200
4527 8221 73
4528 5692 72
4528 5540 174
4528 5911 36
4528 9471 180
4529 4995 112
4529 3979 0
4530 1560 138
4530 7508 154
4530 9785 93
4530 991 96
4531 6080 138
4531 9681 54
4531 6092 84
4532 308 168
4532 9874 116
4532 3886 143
4533 4469 185
4533 2910 160
4533 2170 138
4533 8621 130
4534 5202 137
4534 358 20
4534 2082 91
4535 883 3
4535 9125 185
4536 8052 123
4536 2335 98
4536 4865 137
4537 5322 107
4537 6509 23
4538 7534 37
4538 6754 129
4538 9631 190
4538 7405 58
4539 4994 188
4539 9152 129
4539 9017 65
4540 3705 132
4540 529 81
4540 2599 63
4541 2742 166
4541 1130 38
4542 1567 30
4542 7667 30
4542 2193 182
4543 3589 52
4543 7562 182
4543 2435 200
4544 5129 45
4544 7411 134
4544 2918 16
4544 606 180
4545 2356 45
4545 3842 120
4546 1918 168
4546 6002 184
4546 2392 24
4547 9554 69
4547 8604 149
4547 9415 139
4547 8553 48
4548 4905 181
4548 5398 149
4548 5603 168
4548 1461 10
4549 1337 135
4549 9078 99
4550 377 99
4550 3027 174
4550 1585 180
4550 8638 30
4551 1986 102
4551 6991 57
4551 7134 154
4551 7411 133
4552 874 187
4552 9082 58
4552 2018 54
4552 6784 149
4553 5604 76
4553 2467 199
4553 5820 141
4553 9792 182
4554 5549 176
4554 6604 10
4554 3596 188
4554 9449 133
4555 2845 27
4555 898 94
4555 8278 139
4555 9132 9
4556 9603 132
4556 1347 61
4557 1492 85
4557 1879 88
4557 3165 96
4557 2033 43
4558 7471 45
4558 188 73
4558 855 70
4558 1484 40
4559 9391 144
4559 863 11
4559 6160 199
4560 5236 82
4560 2371 198
4560 7316 25
4561 1144 165
4561 6906 67
4561 3554 76
4562 6942 131
4562 9146 124
4562 2488 13
4562 1273 50
4563 5634 16
4563 3491 45
4564 5574 141
4564 407 178
4565 7889 153
4565 8160 137
4565 8955 47
4565 5789 96
4566 1449 45
4566 7793 99
4566 3439 132
4567 523 100
4567 1078 62
4567 9385 60
4567 7833 26
4568 1034 15
4568 3194 129
4569 7342 85
4569 1048 91
4570 3087 112
4570 8293 92
4570 5132 75
4571 3557 163
4571 8308 146
4572 9544 140
4572 277 167
4573 395 13
4573 5323 16
4573 3294 200
4573 7202 56
4574 2675 171
4574 6247 119
4574 9014 143
4575 5323 191
4575 9997 113
4575 4953 15
4575 8910 108
4576 5474 61
4576 6892 39
4577 1756 133
4577 3981 198
4578 6446 169
4578 4536 151
4578 6379 179
4579 9264 13
4579 5757 196
4579 1280 136
4580 6446 163
4580 5243 54
4581 7164 195
4581 2225 70
4581 3759 115
4582 4467 98
4582 4607 67
4583 3607 76
4583 688 11
4583 5484 105
4584 4884 195
4584 8451 30
4584 6676 189
4585 246 66
4585 1844 11
4585 1172 151
4586 2216 7
4586 5898 83
4586 3703 179
4586 574 30
4587 9200 165
4587 6734 105
4587 4062 1
4587 4199 14
4588 422 179
4588 5717 23
4588 359 124
4589 9688 5
4589 1061 59
4589 6849 117
4589 6559 158
4590 9878 16
4590 5739 98
4590 8407 65
4590 9250 70
4591 3607 186
4591 9200 35
4592 9529 131
4592 3287 175
4593 7737 87
4593 1589 43
4593 3874 188
4594 7424 106
4594 1383 200
4595 4000 197
4595 814 116
4596 5038 95
4596 7290 100
4597 4833 32
4597 2932 129
4597 8759 137
4598 5584 104
4598 1809 154
4599 3551 43
4599 1783 6
4600 1003 22
4600 3197 161
4601 8696 46
4601 5230 187
4601 4862 91
4602 6706 141
4602 1921 198
4603 7148 131
4603 2205 8
4603 9486 17
4603 9978 173
4604 587 36
4604 4580 24
4604 7477 173
4605 8364 15
4605 1034 71
4605 1841 40
4605 6335 0
4606 1035 109
4606 6286 93
4607 7044 170
4607 2261 37
4607 8596 148
4607 6825 163
4608 5929 173
4608 4739 199
4609 2945 72
4609 7947 46
4609 9180 167
4610 21 59
4610 6521 57
4610 9308 139
4610 2267 191
4611 6096 9
4611 1970 195
4612 7812 156
4612 1299 79
4613 6073 17
4613 4391 110
4613 6869 119
4614 3829 145
4614 8673 164
4615 9136 51
4615 2820 138
4615 5770 64
4615 8155 130
4616 218 114
4616 7507 118
4617 9871 19
4617 4149 118
4618 970 190
4618 4741 35
4619 4370 124
4619 8080 99
4619 9115 130
4620 6835 33
4620 7762 29
4621 9936 72
4621 3441 17
4621 7178 88
4622 4462 25
4622 9323 169
4622 2749 88
4623 604 18
4623 2788 111
4623 8807 145
4623 3276 110
4624 428 71
4624 4253 5
4624 2124 34
4624 9103 19
4625 8477 173
4625 8839 91
4625 2898 71
4625 1582 78
4626 1129 189
4626 358 161
4626 4744 2
4627 416 93
4627 6994 76
4628 1623 174
4628 4990 183
4628 3557 59
4629 5811 111
4629 7656 53
4629 5818 24
4629 1377 17
4630 733 64
4630 688 191
4631 4555 105
4631 6586 103
4631 1199 134
4631 392 113
4632 4563 137
4632 7577 183
4632 78 75
4633 1045 173
4633 7237 114
4633 1185 89
4634 7015 147
4634 448 18
4634 4133 65
4634 7201 50
4635 4802 182
4635 4085 147
4635 5902 81
4635 2162 54
4636 9421 121
4636 389 193
4637 4889 74
4637 2061 158
4638 957 190
4638 9666 140
4638 3561 116
4639 4416 118
4639 8717 112
4639 1564 92
4640 5755 49
4640 3629 35
4640 7062 119
4640 2023 81
4641 2237 2
4641 7058 120
4641 593 71
4642 6303 108
4642 5320 155
4643 5131 49
4643 8901 61
4643 2294 140
4643 360 178
4644 6050 24
4644 5409 99
4644 6876 28
4644 778 91
4645 646 101
4645 8324 103
4645 8760 38
4646 287 113
4646 861 36
4647 2960 54
4647 451 28
4647 6666 181
4647 2463 166
4648 181 30
4648 4286 184
4648 903 23
4648 1668 79
4649 2476 88
4649 8498 70
4649 9342 18
4649 3859 67
4650 9705 50
4650 2784 183
4650 2617 96
4651 8609 9
4651 2347 57
4652 5160 139
4652 1735 66
4653 6345 102
4653 261 56
4653 5538 68
4654 8037 176
4654 9961 133
4654 4728 174
4655 7101 67
4655 8254 70
4655 4383 89
4656 6762 57
4656 6938 95
4657 6403 22
4657 1332 66
4657 2181 70
4657 4339 189
4658 2475 178
4658 8901 67
4658 5531 137
4658 6327 36
4659 111 160
4659 2483 136
4659 1051 53
4659 6722 8
4660 1717 89
4660 4280 119
4660 4129 144
4661 7734 19
4661 3114 86
4661 1638 146
4662 1503 48
4662 3305 45
4662 244 11
4663 1206 54
4663 6263 133
4663 5966 105
4664 4771 196
4664 5460 91
4664 2693 141
4665 1606 131
4665 6787 125
4666 2699 94
4666 5742 85
4666 870 0
4666 5825 131
4667 8011 80
4667 6443 62
4667 623 149
4667 8623 111
4668 3287 131
4668 9890 0
4668 1679 50
4668 8391 116
4669 343 61
4669 6169 153
4669 746 160
4670 4790 119
4670 6451 152
4670 7849 136
4670 7906 194
4671 7987 49
4671 2245 114
4671 7839 71
4671 2680 46
4672 4755 8
4672 5540 66
4673 366 87
4673 3917 176
4674 4284 153
4674 1631 159
4674 5342 165
4674 2001 115
4675 1681 58
4675 3989 197
4675 6635 138
4676 9836 38
4676 9225 132
4676 6589 54
4676 651 8
4677 8803 144
4677 1920 109
4677 1835 100
4678 5010 20
4678 8127 27
4678 4625 109
4679 8682 108
4679 7175 199
4679 4430 162
4680 7630 155
4680 2530 172
4680 3604 138
4681 4002 69
4681 269 108
4682 4625 110
4682 3568 139
4682 4938 160
4682 1574 84
4683 6213 10
4683 5120 67
4683 5339 39
4683 3526 91
4684 6050 52
4684 9617 129
4685 7610 71
4685 3401 193
4686 8986 0
4686 7689 77
4686 7747 155
4687 5488 28
4687 3553 112
4687 6614 118
4687 268 118
4688 6435 7
4688 5556 83
4689 461 151
4689 306 134
4689 5858 125
4690 6614 83
4690 1495 1
4690 4754 61
4691 9706 27
4691 746 134
4692 766 97
4692 5586 167
4692 4947 121
4692 4789 133
4693 9808 67
4693 9033 36
4694 929 84
4694 6233 29
4694 6082 174
4695 8825 170
4695 475 6
4695 4768 144
4696 4951 79
4696 2409 104
4697 3229 57
4697 4652 117
4697 3812 70
4698 7722 83
4698 872 7
4699 7182 11
4699 8788 141
4700 123 138
4700 279 128
4700 4723 63
4700 591 170
4701 2789 93
4701 6757 16
4702 2352 171
4702 3181 45
4702 505 113
4703 4776 122
4703 541 174
4703 2409 18
4704 6582 176
4704 1215 98
4705 8185 20
4705 2398 171
4705 3644 88
4706 6347 158
4706 9855 173
4706 637 71
4707 4374 41
4707 2953 198
4708 7437 23
4708 8730 155
4709 1331 157
4709 8959 193
4709 1029 134
4710 9334 119
4710 426 128
4710 6769 121
4711 5077 65
4711 1196 109
4711 5153 94
4711 3395 121
4712 6648 27
4712 3931 191
4713 2497 52
4713 4947 162
4713 6825 85
4713 5761 187
4714 5648 48
4714 4026 173
4714 276 44
4715 6525 169
4715 4261 9
4715 791 145
4715 7270 52
4716 735 97
4716 5180 186
4716 9500 81
4716 9761 167
4717 1493 199
4717 8849 12
4718 9 85
4718 9275 27
4718 3129 124
4719 7086 149
4719 9164 4
4720 8006 84
4720 3369 121
4720 3787 27
4721 5707 59
4721 2468 148
4722 7211 87
4722 698 127
4723 3603 155
4723 7816 38
4724 8655 189
4724 6051 17
4724 5189 171
4724 7382 151
4725 5735 56
4725 240 5
4725 1719 7
4725 2957 149
4726 764 11
4726 5254 47
4727 6144 32
4727 99 173
4727 6536 144
4728 8693 149
4728 7753 195
4729 1544 145
4729 7874 160
4729 9504 92
4729 4227 62
4730 9842 141
4730 2901 47
4731 9527 121
4731 6230 88
4731 1476 8
4732 4169 156
4732 6636 155
4733 3092 176
4733 9243 138
4733 4959 131
4733 2913 100
4734 359 49
4734 4344 71
4735 1589 120
4735 9189 97
4735 645 80
4735 4493 140
4736 151 1
4736 4915 155
4737 3652 86
4737 4866 155
4738 3462 3
4738 1770 19
4738 1004 101
4738 4113 90
4739 5830 108
4739 6012 135
4740 999 84
4740 8494 62
4740 9920 93
4741 3925 11
4741 8742 59
4741 3906 62
4741 4046 183
4742 6593 7
4742 9816 68
4742 5775 138
4742 3287 112
4743 9278 129
4743 3644 118
4744 6609 1
4744 291 189
4745 2803 2
4745 8057 89
4746 1037 177
4746 980 25
4746 1615 81
4747 457 9
4747 981 164
4747 331 185
4747 2393 151
4748 9205 149
4748 1495 118
4749 9254 135
4749 902 155
4749 5828 70
4750 4163 181
4750 3442 107
4750 3734 198
4751 2073 68
4751 858 123
4751 2311 185
4752 331 174
4752 3 16
4752 7621 103
4753 3709 60
4753 2988 33
4754 5893 144
4754 1516 147
4755 3506 150
4755 4718 125
4756 2614 159
4756 5320 25
4757 9998 115
4757 7779 113
4757 8318 111
4758 8886 164
4758 9660 17
4759 5476 32
4759 207 156
4759 5857 52
4759 844 54
4760 9786 189
4760 8848 160
4760 4016 183
4760 7999 140
4761 5942 55
4761 3669 173
4761 7394 117
4762 4411 155
4762 4802 25
4762 1158 188
4763 2279 157
4763 9949 38
4763 9269 32
4764 7471 167
4764 9539 193
4765 9001 48
4765 3518 87
4766 910 200
4766 8675 183
4766 3213 54
4767 923 64
4767 4793 192
4768 2238 130
4768 9552 67
4769 1135 34
4769 6733 198
4769 7167 132
4770 7678 64
4770 9929 14
4771 796 168
4771 9906 105
4771 8087 38
4772 7704 157
4772 1583 151
4773 7086 160
4773 3917 102
4773 3174 176
4773 6039 63
4774 3779 92
4774 4401 173
4774 3256 37
4774 835 24
4775 4188 148
4775 5874 38
4775 5105 73
4776 338 42
4776 258 74
4777 8370 191
4777 9005 192
4778 7621 21
4778 7810 20
4778 214 8
4779 2092 97
4779 5189 120
4779 496 83
4779 4480 67
4780 3396 166
4780 3593 114
4780 2901 187
4781 6906 100
4781 4588 200
4782 2051 19
4782 4282 15
4783 4621 187
4783 690 69
4783 1490 24
4783 607 189
4784 2792 35
4784 238 64
4784 4319 127
4784 5571 158
4785 5969 29
4785 2951 29
4786 775 10
4786 5531 104
4786 8685 188
4787 2138 160
4787 6969 1
4787 7037 150
4787 1706 59
4788 1137 60
4788 3913 13
4788 6519 169
4789 7149 21
4789 7615 71
4789 7119 10
4789 1329 111
4790 2525 153
4790 8349 31
4790 8880 130
4790 2454 107
4791 9027 139
4791 6159 45
4791 2989 65
4791 4387 161
4792 345 120
4792 5970 89
4793 2838 105
4793 8633 56
4793 355 57
4794 5982 191
4794 2231 145
4794 6112 109
4794 4813 165
4795 7880 189
4795 8133 198
4795 4462 191
4796 1371 27
4796 883 116
4797 9754 28
4797 8348 100
4797 2157 61
4798 3464 43
4798 6757 129
4799 9076 189
4799 4639 186
4800 4687 29
4800 2509 107
4801 625 57
4801 8116 174
4802 1391 192
4802 964 47
4803 6461 106
4803 9866 147
4803 9771 45
4804 392 195
4804 886 51
4804 6320 82
4805 514 141
4805 7215 176
4805 2152 131
4806 4430 135
4806 6689 66
4807 953 21
4807 5359 151
4808 8025 101
4808 7109 114
4808 4441 132
4809 8555 127
4809 4763 88
4809 1030 19
4810 8463 187
4810 9266 120
4810 7377 101
4811 6254 53
4811 2888 193
4811 2144 172
4811 4953 198
4812 5212 139
4812 9416 165
4813 4724 185
4813 7236 151
4813 3963 71
4813 4731 106
4814 1453 45
4814 2607 61
4814 7235 121
4814 9030 49
4815 512 170
4815 3249 35
4815 7595 45
4816 7507 169
4816 2061 12
4817 169 162
4817 9751 35
4818 9355 131
4818 4843 196
4819 1266 4
4819 385 42
4819 5062 193
4820 1925 88
4820 874 57
4820 4227 47
4820 5323 158
4821 7199 180
4821 7936 200
4821 6787 191
4821 2685 131
4822 3585 178
4822 2951 106
4823 7054 67
4823 3241 181
4824 8939 20
4824 7054 46
4824 1969 10
4825 1534 92
4825 7606 117
4825 9944 107
4825 2837 148
4826 9415 142
4826 6226 133
4827 5941 3
4827 7746 165
4828 5768 84
4828 6884 98
4828 9085 193
4828 7548 55
4829 2358 112
4829 626 177
4830 4589 74
4830 3941 192
4830 4153 129
4831 3397 47
4831 1689 3
4831 4329 137
4832 129 68
4832 9419 135
4833 3407 31
4833 9756 169
4833 7328 135
4833 5701 140
4834 4327 185
4834 6268 122
4834 3882 49
4834 3300 153
4835 4516 147
4835 3960 177
4836 2407 81
4836 9352 161
4836 8984 46
4837 7268 144
4837 6423 38
4837 2079 128
4838 125 35
4838 4260 195
4838 6076 49
4838 292 182
4839 8794 71
4839 4225 108
4839 5891 95
4840 4041 157
4840 5553 23
4840 5378 58
4840 7895 53
4841 2044 82
4841 7118 104
4842 1331 92
4842 4189 1
4842 1822 90
4842 4785 23
4843 8778 127
4843 9475 183
4843 4561 83
4843 1904 11
4844 5464 83
4844 4237 70
4844 4267 189
4845 5498 74
4845 1006 117
4845 9793 45
4846 3355 12
4846 2252 190
4846 1606 166
4847 2598 153
4847 9978 177
4847 4619 22
4847 3784 135
4848 9522 158
4848 4134 70
4848 8828 7
4848 6583 195
4849 6873 170
4849 8145 174
4849 6800 154
4850 2947 29
4850 7233 108
4850 7166 193
4850 2221 76
4851 9540 134
4851 6120 102
4851 6500 159
4852 1509 167
4852 4662 138
4852 6657 198
4853 4718 7
4853 9815 155
4853 901 112
4854 7217 14
4854 494 64
4854 4 17
4855 2916 141
4855 3158 66
4855 7879 119
4856 766 39
4856 6173 106
4856 3649 169
4857 8789 111
4857 8421 100
4858 1188 120
4858 12 4
4858 271 100
4859 912 90
4859 1327 135
4860 5692 21
4860 7699 2
4860 348 124
4861 7865 184
4861 4414 15
4861 4680 5
4862 8732 93
4862 8320 125
4862 8973 130
4862 5853 148
4863 2219 149
4863 4659 39
4864 4989 102
4864 8347 17
4864 6258 68
4864 125 47
4865 3958 36
4865 2550 125
4865 3580 154
4866 4347 45
4866 2926 116
4866 3770 43
4867 8805 172
4867 2405 163
4867 9729 60
4867 6699 120
4868 1008 190
4868 6727 67
4868 1580 140
4868 2513 156
4869 3704 15
4869 785 162
4869 4624 126
4870 822 194
4870 6733 193
4870 4198 38
4871 9756 111
4871 504 23
4871 1926 19
4871 797 106
4872 9734 80
4872 8184 43
4873 7587 33
4873 3233 157
4873 9067 98
4874 40 135
4874 9975 75
4875 2397 182
4875 8113 41
4875 1775 64
4875 5463 158
4876 1231 107
4876 3314 2
4877 5281 24
4877 1447 106
4877 5668 82
4878 9786 75
4878 6312 150
4878 8739 170
4879 1714 78
4879 8419 77
4879 5876 187
4880 8948 193
4880 3422 194
4880 3802 53
4880 2325 107
4881 1558 130
4881 9732 105
4881 4750 19
4881 7246 140
4882 8932 44
4882 5584 5
4882 3714 158
4883 5032 89
4883 7490 91
4884 7340 83
4884 7104 115
4884 5887 172
4885 9085 114
4885 9566 134
4886 8722 56
4886 9632 135
4887 9071 26
4887 8072 7
4887 9277 135
4887 1650 98
4888 5335 70
4888 7706 164
4888 6149 0
4888 8414 129
4889 2683 111
